house_id,timestamp,boiler_mean,boiler_max,boiler_min,boiler_std,is_on_sum,is_on_mean,P_agg_mean,P_agg_max,external_temperature_mean,internal_temperature_mean,external_humidity_mean,internal_humidity_mean,V_mean,A_mean,hour,day_of_week,is_weekend,month,season,time_period,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,diff_1h,diff_24h
1,2022-07-15 05:00:00,0.2861111111111111,2.2,0.0,0.4496069331151031,0,0.0,145.4379638888889,170.263,26.6525,28.175,38.625,34.0,231.79786944444442,0.7035861111111111,5,4,0,7,2,0,0.22562674094707522,0.2336111111111111,0.27688022284122565,,,,0.2509270865573094,0.03668924595006492,0.2509270865573094,0.06048437016403588,
1,2022-07-15 06:00:00,0.2675,2.4,0.0,0.44109811691563383,0,0.0,131.3786638888889,151.908,27.6175,28.9,37.25,34.0,232.05595555555556,0.6553722222222222,6,4,0,7,2,0,0.2861111111111111,0.22562674094707522,0.2336111111111111,0.2847222222222222,,,0.24805671618693906,0.0340987388356585,0.25329464562055093,-0.01861111111111108,
1,2022-07-15 07:00:00,0.3111111111111111,2.5,0.0,0.4807594837475872,0,0.0,110.39087222222223,120.086,28.342499999999998,28.925,36.0,34.0,232.12876666666668,0.586475,7,4,0,7,2,1,0.2675,0.2861111111111111,0.22562674094707522,0.1986111111111111,,,0.266806716186939,0.032358101949437466,0.26052170380687095,0.0436111111111111,
1,2022-07-15 08:00:00,1776.7230555555557,4113.3,0.0,2022.834575580351,157,0.4361111111111111,1878.4030055555556,4192.119,29.0275,28.75,35.25,34.25,230.51163333333332,8.296127777777778,8,4,0,7,2,1,0.3111111111111111,0.2675,0.2861111111111111,0.27688022284122565,,,296.34116927163933,725.236049875969,197.64524768733452,1776.4119444444445,
1,2022-07-15 09:00:00,1144.2955555555557,4095.7,0.0,1834.1889962648859,101,0.28055555555555556,1379.2277622222223,4332.222,29.747500000000002,28.85,33.625,32.75,230.64782152777778,6.108711111111111,9,4,0,7,2,1,1776.7230555555557,0.3111111111111111,0.2675,0.2336111111111111,,,487.0181600123801,780.1329766942519,292.31027847415663,-632.4275,
1,2022-07-15 11:00:00,0.49485714285714283,3.4,0.0,0.5909434515369887,0,0.0,203.72538738095238,1717.607,31.0875,28.96857142857143,30.635714285714286,30.542857142857144,231.01929095238094,0.9777790476190477,11,4,0,7,2,1,1144.2955555555557,1776.7230555555557,0.3111111111111111,0.22562674094707522,,,487.0630317460318,780.0993844805399,265.78160380767486,-1143.8006984126985,
1,2022-07-15 13:00:00,0.13971830985915493,1.6,0.0,0.32246390693218907,0,0.0,346.06187887323944,2483.38,31.31450704225352,29.15070422535211,29.760563380281692,32.76056338028169,233.3590338028169,3.0481014084507043,13,4,0,7,2,2,0.49485714285714283,1144.2955555555557,1776.7230555555557,0.2861111111111111,,,487.03863294582317,780.1176561862476,243.64478001619023,-0.3551388329979879,
1,2022-07-15 14:00:00,0.34500000000000003,2.2,0.0,0.5107507173412719,0,0.0,201.34775000000002,586.384,30.91875,29.225,30.625,36.0,233.6000888888889,0.9859249999999999,14,4,0,7,2,2,0.13971830985915493,0.49485714285714283,1144.2955555555557,0.2675,0.2847222222222222,,487.05154961248974,780.107985210666,224.92941232263712,0.2052816901408451,
1,2022-07-17 14:00:00,0.27361111111111114,2.0,0.0,0.4174444921836582,0,0.0,102.23328333333335,103.033,33.25625,31.075,30.75,34.0,233.28276666666667,0.5877722222222221,14,6,1,7,2,2,0.2975,0.29305555555555557,0.30416666666666664,0.28138888888888886,0.275,0.2594444444444445,0.2919675925925926,0.016336643010190673,0.29409143518518516,-0.02388888888888885,0.01416666666666666
1,2022-07-17 15:00:00,0.30680555555555555,2.3,0.0,0.44819609463360527,0,0.0,102.43072222222222,103.604,32.46625,31.1,33.125,34.0,233.7028388888889,0.5884333333333333,15,6,1,7,2,2,0.27361111111111114,0.2975,0.29305555555555557,0.27152777777777776,0.29833333333333334,0.2841666666666667,0.2978472222222222,0.01363369628494293,0.2950347222222222,0.033194444444444415,0.022638888888888875
