house_id,timestamp,ac_2_mean,ac_2_max,ac_2_min,ac_2_std,is_on_sum,is_on_mean,P_agg_mean,P_agg_max,external_temperature_mean,internal_temperature_mean,external_humidity_mean,internal_humidity_mean,V_mean,A_mean,hour,day_of_week,is_weekend,month,season,time_period,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,diff_1h,diff_24h
1,2022-07-15 01:00:00,600.0420527777777,882.629,36.918,364.73022521928027,257,0.7138888888888889,782.7913444444445,1083.33,25.104999999999997,27.15,39.375,32.25,236.67849166666667,3.5021416666666667,1,4,0,7,2,0,161.79072777777776,,,,,,380.91639027777774,309.89048377148947,380.91639027777774,438.25132499999995,
1,2022-07-15 02:00:00,515.9182729805015,866.745,36.552,385.68792227180086,219,0.6100278551532033,686.8412924791087,1050.274,24.93598885793872,26.87493036211699,40.0,33.75208913649025,236.38558495821727,3.098543175487465,2,4,0,7,2,0,600.0420527777777,161.79072777777776,,,,,425.91701784535235,232.5752037739418,425.91701784535235,-84.12377979727626,
1,2022-07-15 03:00:00,482.6466388888889,862.735,36.451,387.8681357173247,204,0.5666666666666667,630.0428527777777,1121.403,24.854999999999997,26.8,40.0,35.0,235.60059166666667,2.8792361111111116,3,4,0,7,2,0,515.9182729805015,600.0420527777777,161.79072777777776,,,,440.0994231062365,192.00359219624735,440.0994231062365,-33.271634091612555,
1,2022-07-15 04:00:00,450.40094428969365,867.214,5.545,397.0348836757635,195,0.5431754874651811,586.6452729805013,1003.204,25.452938718662953,26.775208913649024,39.62465181058496,36.0,233.15073537604457,2.6701448467966573,4,4,0,7,2,0,482.6466388888889,515.9182729805015,600.0420527777777,,,,442.1597273429279,166.34379708884785,442.1597273429279,-32.24569459919525,
1,2022-07-15 05:00:00,2.0427694444444446,7.139,0.908,1.4045249356581333,0,0.0,145.4379638888889,170.263,26.6525,28.175,38.625,34.0,231.79786944444442,0.7035861111111111,5,4,0,7,2,0,450.40094428969365,482.6466388888889,515.9182729805015,,,,368.80690102651397,233.28101044788136,368.80690102651397,-448.3581748452492,
1,2022-07-15 06:00:00,1.5938166666666667,2.431,0.721,0.28821125366811606,0,0.0,131.3786638888889,151.908,27.6175,28.9,37.25,34.0,232.05595555555556,0.6553722222222222,6,4,0,7,2,0,2.0427694444444446,450.40094428969365,482.6466388888889,161.79072777777776,,,342.1074158413289,268.25835586669825,316.34788897510725,-0.448952777777778,
1,2022-07-15 07:00:00,1.6069027777777778,2.68,0.541,0.313887847886404,0,0.0,110.39087222222223,120.086,28.342499999999998,28.925,36.0,34.0,232.12876666666668,0.586475,7,4,0,7,2,1,1.5938166666666667,2.0427694444444446,450.40094428969365,600.0420527777777,,,242.36822417466215,264.3995506049902,277.00526570044104,0.013086111111111132,
1,2022-07-19 13:00:00,1.8013444444444446,2.587,0.0,0.31994109524391257,0,0.0,100.86461875,102.097,26.835,30.0,33.0,27.0,235.10353333333333,0.5852594907407407,13,1,0,7,2,2,1.7974833333333335,1.745197222222222,1.7271416666666666,1.7327277777777779,1.8192333333333333,1.781913888888889,1.7567550925925925,0.03364885359608359,1.7821005787037036,0.003861111111111093,0.019430555555555618
1,2022-07-19 14:00:00,1.785463888888889,2.577,0.989,0.2865070865965991,0,0.0,100.67836111111112,101.865,26.77625,30.0,33.375,27.0,235.47477222222224,0.5845833333333333,14,1,0,7,2,2,1.8013444444444446,1.7974833333333335,1.745197222222222,1.7308583333333334,1.799336111111111,1.805977777777778,1.7658560185185186,0.03261232426568926,1.7812458333333332,-0.015880555555555675,-0.020513888888888943
1,2022-07-19 15:00:00,1.8148527777777776,2.568,1.12,0.294140659496208,0,0.0,101.01385555555555,102.02,26.5625,29.95,34.375,27.0,235.28789027777776,0.5861729166666666,15,1,0,7,2,2,1.785463888888889,1.8013444444444446,1.7974833333333335,1.7385055555555555,1.8164111111111112,1.7677916666666667,1.7785805555555558,0.03463804268961405,1.783206712962963,0.029388888888888687,0.047061111111111
1,2022-07-19 19:00:00,717.8416315789474,904.222,40.867,294.5991677550575,274,0.848297213622291,910.1353320433436,1407.046,24.248684210526317,27.34613003095975,44.81578947368421,32.19814241486068,236.2168080495356,4.4884148606811145,19,1,0,7,2,3,1.8148527777777776,1.785463888888889,1.8013444444444446,1.7271416666666666,1.7595972222222223,1.7795694444444443,121.13099554093567,292.3273174429256,31.61912596856725,716.0267788011696,716.062062134503
